index,Activity Date,Activity Name,Activity Type,Distance,Commute,Activity Gear,Athlete Weight,Bike Weight,Moving Time,Max Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Start Hour,Year,Average Speed
34,2011-04-22 14:08:21,Mount Alison and back,Ride,28.67,False,FSR,78.01789856,15.8757,8367,19.64500046,876.4000244,,16.79999924,816.4000244,857.1430054,0.010463,14,2011,7.66
35,2011-05-03 12:27:00,Lunch Ride Short PV loop,Ride,19.17,False,2011 Allez,78.01789856,10.43260002,3212,16.63599968,188.3999939,,-2.0,124.1999969,27.83300018,0.0198151,12,2011,13.35
36,2011-05-13 11:21:28,Lunch Ride Short PV loop plus OLH,Ride,35.36,False,2011 Allez,78.01789856,10.43260002,7134,18.55200005,717.7999878,,0.0,527.4000244,29.46590042,0.029409399,11,2011,11.09
37,2011-02-28 16:49:38,My Fremont Loop,Ride,22.69,False,2011 Allez,78.01789856,10.43260002,4264,17.5359993,217.1999969,,-0.200000003,113.0,81.44799805,-0.025555899,16,2011,11.9
38,2011-03-12 11:43:21,Lunch Ride Short PV loop,Ride,22.98,False,2011 Allez,78.01789856,10.43260002,3815,14.69999981,289.3999939,,15.0,150.3999939,1500.0,0.024361201,11,2011,13.48
39,2011-02-09 11:31:47,Lunch Ride,Ride,17.33,False,2011 Allez,78.01789856,10.43260002,2604,14.22399998,98.19999695,,12.39999962,51.59999847,76.92310333,0.038079798,11,2011,14.89
40,2011-04-10 11:06:13,Lunch Ride,Ride,20.94,False,2011 Allez,78.01789856,10.43260002,5277,13.79399967,158.1999969,,12.80000019,70.40000153,424.2420044,0.00191024,11,2011,8.88
41,2011-02-12 13:03:42,Long Fremont Ride,Ride,73.06,False,2011 Allez,78.01789856,10.43260002,11130,19.77199936,701.4470215,,2.700000048,508.5,1000.0,0.0,13,2011,14.68
42,2011-02-03 11:25:17,Lunch Ride to the Dumbarton,Ride,27.14,False,2011 Allez,78.01789856,10.43260002,4482,13.13129997,64.40000153,,-11.0,8.0,15.39939976,0.028731,11,2011,13.54
43,2011-02-02 16:24:23,Lap around the lake,Ride,4.37,False,,78.01789856,,704,12.12870026,11.39999962,,9.399999619,18.0,5.574910164,-0.187355995,16,2011,13.91
44,2011-02-04 11:30:34,Lunch Ride - The loop,Ride,27.36,False,2011 Allez,78.01789856,10.43260002,3736,17.38400078,285.0,,11.80000019,170.8000031,13.45289993,-0.00146161,11,2011,16.38
45,2011-01-25 16:29:32,My Fremont loop,Ride,23.37,False,2011 Allez,78.01789856,10.43260002,3234,19.99399948,240.1999969,,2.599999905,117.8000031,28.3465004,-0.023959,16,2011,16.16
46,2011-01-29 12:09:45,Short lunch ride,Ride,11.96,False,2011 Allez,78.01789856,10.43260002,1831,15.25800037,75.40000153,,14.19999981,53.59999847,7.968130112,-0.00334364,12,2011,14.61
47,2011-03-11 11:22:50,Lunch Ride Short PV loop,Ride,27.63,False,2011 Allez,78.01789856,10.43260002,3942,15.27169991,299.6000061,,13.0,168.6000061,15.11330032,0.0217146,11,2011,15.68
48,2011-02-02 11:23:44,Lunch Ride hill repeats,Ride,23.42,False,2011 Allez,78.01789856,10.43260002,3465,14.91399956,227.8000031,,3.200000048,50.79999924,116.7320023,0.024762301,11,2011,15.12
49,2011-01-21 10:55:20,Lunch Ride Arastradero,Ride,18.93,True,RockHopper,78.01789856,12.70059967,3837,11.82400036,311.7999878,,15.0,219.1999969,46.37680054,0.016899999,10,2011,11.03
50,2011-01-16 12:30:55,Short Lunch Ride,Ride,9.13,False,2011 Allez,78.01789856,10.43260002,1501,14.73600006,61.79999924,,12.80000019,44.79999924,39.13890076,0.0,12,2011,13.6
51,2011-01-18 16:27:46,Morrison Canyon ,Ride,17.16,False,2011 Allez,78.01789856,10.43260002,2920,18.52599907,290.3999939,,17.60000038,299.7999878,38.67399979,0.00582699,16,2011,13.14
52,2011-05-18 11:40:18,ToC Stage 4,Ride,97.45,False,2011 Allez,78.01789856,10.43260002,15381,22.1420002,1133.599976,,30.60000038,651.7999878,12000.0,-0.136673003,11,2011,14.17
53,2011-01-08 11:45:41,Lunch Ride,Ride,30.54,False,,78.01789856,,5312,15.52600002,425.3999939,,12.19999981,348.2000122,25.47769928,0.00327355,11,2011,12.86
54,2011-01-07 11:37:29,Lunch Ride,Ride,23.95,False,2011 Allez,78.01789856,10.43260002,3838,15.40499973,203.8000031,,-25.0,100.5999985,26.31579971,-0.094343401,11,2011,13.96
55,2010-12-31 11:13:01,Lunch Ride,Ride,27.51,False,2011 Allez,78.01789856,10.43260002,4725,14.50829983,267.0,,-3.0,116.5999985,91.74310303,-0.0109046,11,2010,13.02
56,2010-12-07 17:16:52,Short ride,Ride,8.49,False,2011 Allez,78.01789856,10.43260002,1327,10.51290035,26.79999924,,13.39999962,23.79999924,7.575759888,-0.0141349,17,2010,14.32
57,2011-01-14 11:30:32,Lunch Ride,Ride,27.27,False,2011 Allez,78.01789856,10.43260002,3396,16.76199913,286.0,,-2.0,158.0,9.725910187,0.00806628,11,2011,17.96
58,2010-12-03 11:14:55,Lunch Ride,Ride,32.6,False,2011 Allez,78.01789856,10.43260002,4605,13.96000004,191.1999969,,12.80000019,64.80000305,1400.0,-0.00306667,11,2010,15.84
59,2010-12-18 11:37:28,Lunch Ride,Ride,29.33,False,2011 Allez,78.01789856,10.43260002,4818,22.5,459.3999939,,15.0,425.6000061,211.7649994,0.173205003,11,2010,13.61
60,2010-12-04 11:56:49,Lunch Ride,Ride,32.34,False,2011 Allez,78.01789856,10.43260002,4789,11.32330036,103.1999969,,1.200000048,72.40000153,18.11129951,0.00309209,11,2010,15.11
61,2010-12-10 11:41:05,Lunch Ride,Ride,22.96,False,2011 Allez,78.01789856,10.43260002,3580,15.42800045,364.3999939,,15.0,292.2000122,45.6026001,0.0392,11,2010,14.35
62,2010-11-23 16:03:08,My Fremont loop,Ride,23.96,False,2011 Allez,78.01789856,10.43260002,3689,16.23200035,265.6000061,,-2.599999905,110.8000031,156.25,-0.023371,16,2010,14.53
63,2010-12-19 11:25:15,Lunch Ride,Ride,23.65,False,2011 Allez,78.01789856,10.43260002,4543,14.29170036,375.0,,12.39999962,232.0,221.197998,-0.00169134,11,2010,11.65
64,2010-11-25 10:29:32,Palomares/Pleasanton loop,Ride,69.99,False,2011 Allez,78.01789856,10.43260002,10818,20.07999992,696.2000122,,0.600000024,375.6000061,43.29000092,-0.0205725,10,2010,14.47
65,2010-11-28 11:13:54,Lunch Ride,Ride,26.59,False,2011 Allez,78.01789856,10.43260002,4499,14.73600006,337.7999878,,-2.599999905,143.1999969,4000.0,-0.0556488,11,2010,13.22
66,2010-11-20 11:39:07,Lunch Ride,Ride,17.28,False,,78.01789856,,3020,14.60169983,184.6000061,,10.19999981,99.80000305,14.08450031,-0.017358599,11,2010,12.8
67,2010-12-05 11:03:27,"Lunch ride, the loop plus extra credit",Ride,43.71,False,2011 Allez,78.01789856,10.43260002,6474,16.05800056,424.0,,10.80000019,197.6000061,190.4759979,-0.00503216,11,2010,15.1
68,2010-11-14 11:29:58,Lunch Ride to the baylands,Ride,22.55,False,2011 Allez,78.01789856,10.43260002,4050,14.00669956,66.59999847,,3.0,43.20000076,82.75859833,0.0212848,11,2010,12.45
69,2010-11-08 11:36:14,Lunch Ride,Ride,13.98,False,2011 Allez,78.01789856,10.43260002,2407,14.99199963,139.8000031,,8.800000191,70.40000153,25.28980064,-0.032896999,11,2010,13.0
70,2010-11-09 16:06:28,Mill Creek,Ride,24.77,False,2011 Allez,78.01789856,10.43260002,4495,16.92169952,512.7999878,,15.0,508.6000061,37.66479874,0.00807268,16,2010,12.33
71,2010-12-02 11:30:05,Lunch Ride,Ride,16.94,False,2011 Allez,78.01789856,10.43260002,3007,15.12800026,170.1999969,,0.0,58.0,300.0,0.030696601,11,2010,12.61
72,2010-11-11 11:33:53,Lunch Ride,Ride,18.91,False,2011 Allez,78.01789856,10.43260002,3044,15.3579998,146.6000061,,8.399999619,56.0,60.60609818,-0.0222112,11,2010,13.9
73,2010-11-06 11:21:58,Lunch Ride,Ride,24.54,False,2011 Allez,78.01789856,10.43260002,4228,17.38199997,362.0,,0.0,289.0,411.7650146,0.110841997,11,2010,12.98
74,2010-12-23 11:36:04,50 Miler,Ride,80.52,False,,78.01789856,,12495,17.95999908,888.5999756,,15.0,175.6000061,1666.670044,0.00695439,11,2010,14.41
75,2010-11-05 16:28:22,"Fremont Loop1 - 11/05/2010 Fremont, CA",Ride,24.06,False,2011 Allez,78.01789856,10.43260002,3436,18.26000023,256.2000122,,13.80000019,122.5999985,6000.0,0.027432101,16,2010,15.66
76,2010-11-02 13:20:05,"Tour de Fremont Hills1 - 11/02/2010 Fremont, CA",Ride,41.51,False,,78.01789856,,6961,21.21199989,614.7999878,,6.400000095,155.3999939,23.28039932,-0.0139705,13,2010,13.34
77,2011-01-13 11:36:39,Lunch Ride,Ride,24.37,False,2011 Allez,78.01789856,10.43260002,3671,13.81599998,225.8000031,,14.19999981,122.8000031,28.11240005,-0.003282,11,2011,14.85
78,2010-11-13 11:29:08,Lunch Ride,Ride,26.38,False,2011 Allez,78.01789856,10.43260002,4429,16.4817009,412.2000122,,13.19999981,345.3999939,23.6814003,-0.00682315,11,2010,13.32
79,2010-11-24 11:21:08,Lunch ride plus OLH after work,Ride,38.91,False,2011 Allez,78.01789856,10.43260002,6916,16.91329956,851.0,,14.19999981,513.2000122,872.6710205,0.225097001,11,2010,12.59
80,2010-12-12 11:24:57,Long lunch ride including OLH,Ride,48.28,False,2011 Allez,78.01789856,10.43260002,7884,17.93199921,895.5999756,,12.80000019,731.2000122,139.8600006,0.015739501,11,2010,13.7
81,2011-08-06 11:16:41,Lunch Ride: The Loop,Ride,37.84,False,2011 Allez,78.01789856,10.43260002,5032,15.14599991,345.3999939,,5.0,162.6000061,40.40399933,-0.0211381,11,2011,16.82
82,2011-08-08 16:28:14,HIll Repeats w/ Diaz (Morrison Canyon),Ride,25.56,False,2011 Allez,78.01789856,10.43260002,5205,16.47400093,446.7999878,,17.79999924,226.8000031,800.0,0.0140834,16,2011,10.98
83,2011-08-10 11:22:32,Hill Repeats w/ Diaz (Page Mill),Ride,24.04,False,2011 Allez,78.01789856,10.43260002,4199,16.50200081,463.2000122,,13.0,273.0,39.13040161,0.0116431,11,2011,12.81
84,2011-08-12 11:36:42,Hill Intervals w Diaz (Los Altos/Palo Alto Hills),Ride,15.15,False,2011 Allez,78.01789856,10.43260002,2998,15.12800026,311.7999878,,15.0,150.0,35.39820099,0.00528017,11,2011,11.3
85,2011-08-14 09:53:23,Windfarm loop,Ride,65.05,False,2011 Allez,78.01789856,10.43260002,10379,23.92200089,880.4000244,,76.59999847,485.7999878,17.25009918,0.00276689,9,2011,14.02
86,2011-08-17 11:03:40,Pagemill Hill Repeats,Ride,23.18,False,2011 Allez,78.01789856,10.43260002,3919,16.34399986,432.3999939,,8.0,417.0,138.3650055,-0.0120767,11,2011,13.23
87,2011-08-18 17:16:12,Hill Intervals: Mission Peak Trail (Stanford Entrance) w/ Diaz,Ride,24.23,False,2011 Allez,78.01789856,10.43260002,6477,17.54199982,650.2000122,,0.0,581.0,10000.0,-0.065193102,17,2011,8.37
88,2011-08-27 11:09:12,Casual ride around Fremont,Ride,23.96,False,RockHopper,78.01789856,12.70059967,5844,13.25199986,91.0,,9.800000191,64.19999695,88.88890076,-0.00333876,11,2011,9.17
89,2011-08-30 11:51:33,Ride at Arastradero Preserve,Ride,19.4,False,RockHopper,78.01789856,12.70059967,4385,13.95600033,314.0,,37.59999847,265.3999939,39.21569824,0.042254001,11,2011,9.89
90,2011-09-01 11:26:13,Los Altos Hills w/ Tim,Ride,19.1,False,2011 Allez,78.01789856,10.43260002,2994,16.7159996,237.0,,15.0,151.0,19.48049927,0.015703401,11,2011,14.27
91,2011-09-05 11:03:16,Los Altos Hills,Ride,34.4,False,2011 Allez,78.01789856,10.43260002,5569,16.32799911,590.5999756,,15.0,225.0,21.9178009,0.016275899,11,2011,13.82
92,2011-09-07 10:20:54,HIll Intervals,Ride,23.92,False,2011 Allez,78.01789856,10.43260002,4731,16.04000092,537.0,,12.19999981,282.0,65.35949707,0.00334357,10,2011,11.31
93,2011-09-09 11:30:07,Friday Lunch Ride (mon noon ride route),Ride,37.68,False,2011 Allez,78.01789856,10.43260002,4497,16.28800011,354.2000122,,15.0,172.8000031,24.29150009,0.034499701,11,2011,18.74
94,2011-09-12 17:22:15,Fremont loop plus run after,Ride,26.54,False,2011 Allez,78.01789856,10.43260002,3946,20.23200035,258.2000122,,2.799999952,115.0,95.23809814,-0.00753414,17,2011,15.04
95,2011-09-13 11:32:54,El Corte de Madera,Ride,8.07,False,RockHopper,78.01789856,12.70059967,3972,11.77600002,292.2000122,,510.6000061,684.5999756,253.1649933,0.099032298,11,2011,4.54
96,2011-09-15 11:30:48,Arastradero Preserve Lunch Ride,Ride,17.98,False,RockHopper,78.01789856,12.70059967,4236,13.20800018,268.3999939,,12.60000038,218.6000061,2000.0,-0.0133428,11,2011,9.49
97,2011-09-21 10:08:39,Lunch Ride: Top of page mill and back,Ride,40.17,False,2011 Allez,78.01789856,10.43260002,6907,19.75600052,818.5999756,,12.60000038,729.2000122,5000.0,0.081652097,10,2011,13.01
98,2011-09-23 11:31:15,Lunch Ride: Top of Montebello Rd. and back,Ride,51.99,False,2011 Allez,78.01789856,10.43260002,8700,17.10169983,803.4000244,,15.0,758.4000244,20.25320053,0.0107702,11,2011,13.37
99,2011-09-28 16:36:00,Palomares and back,Ride,33.01,False,2011 Allez,78.01789856,10.43260002,4600,20.47800064,363.2000122,,17.79999924,355.0,58.47949982,0.016964801,16,2011,16.05
100,2011-10-01 09:37:16,LKHC: Stage 1 - Montebello Rd,Ride,29.55,False,2011 Allez,78.01789856,10.43260002,5730,16.7840004,752.4000244,,100.1999969,773.7999878,16000.0,0.085949004,9,2011,11.54
101,2011-10-04 16:49:26,Tour de Fremont HIlls,Ride,41.72,False,2011 Allez,78.01789856,10.43260002,6446,20.73399925,795.7999878,,18.0,219.0,37.26710129,0.139951006,16,2011,14.48
102,2011-10-07 16:44:53,Easy ride with Christina,Ride,23.54,False,2011 Allez,78.01789856,10.43260002,5159,14.54599953,170.0,,-17.39999962,93.0,27.77779961,-0.150334001,16,2011,10.21
103,2011-10-08 08:59:16,LKHC : Stage 2 - Sierra Rd,Ride,64.9,False,2011 Allez,78.01789856,10.43260002,10592,20.42200089,842.5999756,,6.0,627.4000244,168.4210052,0.0117102,8,2011,13.71
104,2011-10-12 17:23:33,"Training Ride, long fast warm up, then wind sprints",Ride,35.38,False,2011 Allez,78.01789856,10.43260002,4922,21.04599953,230.0,,15.39999962,103.0,22.05879974,-0.00734749,17,2011,16.08
105,2011-10-15 09:37:04,LKHC: Stage 3 - Page Mill Rd,Ride,39.33,False,2011 Allez,78.01789856,10.43260002,7121,18.43000031,762.0,,15.0,679.0,42.73500061,0.0269484,9,2011,12.36
106,2011-10-16 18:06:54,Recovery Ride,Ride,22.95,False,2011 Allez,78.01789856,10.43260002,3094,11.82400036,42.0,,6.400000095,22.20000076,54.64479828,-0.000871198,18,2011,16.59
107,2011-10-18 16:50:50,Morrison Canyon plus Vargas and other out and backs,Ride,33.15,False,2011 Allez,78.01789856,10.43260002,5759,17.53800011,632.7999878,,11.60000038,296.7999878,26.45499992,-0.0120667,16,2011,12.88
108,2011-10-21 16:05:27,Easy ride before the climb tomorrow,Ride,39.37,False,2011 Allez,78.01789856,10.43260002,5974,14.75,159.0,,-8.0,63.40000153,49.38270187,-0.032505099,16,2011,14.74
109,2011-10-27 18:09:12,Fremont Loop,Ride,24,False,2011 Allez,78.01789856,10.43260002,3448,19.33200073,250.0,,3.200000048,111.8000031,128.0,-0.0199979,18,2011,15.57
110,2011-10-28 17:13:11,Easy Ride w/ two flats (Damn thorns),Ride,19.39,False,2011 Allez,78.01789856,10.43260002,3334,11.93799973,39.59999847,,13.39999962,25.60000038,16.94919968,-0.00309343,17,2011,13.01
111,2011-10-29 09:43:58,LKHC: Stage 5 Palomares Rd,Ride,42.48,False,2011 Allez,78.01789856,10.43260002,6214,18.8239994,433.3999939,,17.79999924,375.0,116.788002,0.024478899,9,2011,15.29
112,2011-11-01 11:21:39,Lunch Ride in the hills,Ride,29.45,False,2011 Allez,78.01789856,10.43260002,5107,22.70199966,675.0,,20.79999924,431.7999878,27.39730072,-0.0264786,11,2011,12.9
113,2011-11-05 09:35:58,LKHC: Stage 6 - Mix Canyon (Home of the steepest Mile in CA),Ride,31.6,False,2011 Allez,78.01789856,10.43260002,6730,15.18999958,862.5999756,,60.79999924,819.4000244,256.4100037,-0.00759372,9,2011,10.51
114,2011-11-09 16:31:26,Fremont Ride,Ride,16.55,False,2011 Allez,78.01789856,10.43260002,2946,18.54000092,168.8000031,,13.39999962,165.8000031,40.16059875,0.00725043,16,2011,12.56
115,2011-11-12 08:39:14,LKHC: Stage 7 - Hwy 9,Ride,54.39,False,2011 Allez,78.01789856,10.43260002,8938,17.91399956,874.5999756,,38.20000076,811.2000122,43.01079941,0.234576002,8,2011,13.61
116,2011-11-15 11:57:16,LKHC: Stage 4 - Bohlman-Norton-Kittridge-Quickert-On Orbit-Bohlman,Ride,23.23,False,2011 Allez,78.01789856,10.43260002,4934,17.09000015,729.7999878,,56.40000153,725.0,133.3329926,0.086070098,11,2011,10.53
117,2011-11-19 08:51:18,LKHC Stage 8 - Kings Mountain (+ Beast Ride(at least for me)),Ride,96.98,False,2011 Allez,78.01789856,10.43260002,16719,16.75600052,1655.199951,,15.0,821.0,126.9840012,0.00556787,8,2011,12.98
118,2011-11-23 16:32:55,After work ride with Timbo,Ride,30.01,False,2011 Allez,78.01789856,10.43260002,4716,15.88799953,228.6000061,,113.5999985,215.6000061,4000.0,0.00266554,16,2011,14.24
119,2011-11-24 09:09:13,LKHC Stage 9 - Mt Hamilton (Final Stage),Ride,66.54,False,2011 Allez,78.01789856,10.43260002,12420,15.1239996,1574.689941,,112.2369995,1285.670044,1195.050049,-0.000380515,9,2011,11.99
120,2011-12-09 13:11:15,Arastradero Preserve Lunch Ride,Ride,12.17,False,RockHopper,78.01789856,10.43260002,2690,16.00399971,203.3999939,,-1.399999976,179.1999969,10500.0,-0.090368196,13,2011,10.12
121,2011-12-10 11:03:40,Lunch Ride - Arastradero Preserve,Ride,19.73,False,RockHopper,78.01789856,10.43260002,4778,13.33199978,337.7999878,,0.0,215.3999939,1285.709961,0.0222953,11,2011,9.24
122,2011-12-13 11:22:08,Lunch Ride - Los Altos Hills loop,Ride,15.74,False,2011 Allez,78.01789856,10.43260002,2412,16.99799919,238.0,,15.0,240.6000061,28.70809937,0.068599798,11,2011,14.6
123,2011-12-14 05:40:00,Morning Commute to work,Ride,33.21,False,2011 Allez,78.01789856,10.43260002,5693,16.41399956,72.0,,-8.600000381,20.79999924,24.69140053,-0.017461499,5,2011,13.05
124,2011-12-14 15:30:00,Commute home from work,Ride,30.42,False,2011 Allez,78.01789856,10.43260002,4819,13.48400021,79.80000305,,-7.800000191,26.20000076,55.04589844,0.0394441,15,2011,14.12
125,2011-12-19 16:51:35,After work ride,Ride,31.99,False,2011 Allez,78.01789856,10.43260002,4662,13.92000008,141.1999969,,4.800000191,60.0,35.08769989,-0.03001,16,2011,15.35
126,2011-12-21 15:23:50,After work ride to Skyline and back via Page Mill,Ride,36.42,False,2011 Allez,78.01789856,10.43260002,5886,17.56999969,778.2000122,,10.0,687.0,52.91009903,-0.00768795,15,2011,13.84
127,2011-12-24 20:04:44,"12/24/2011 Holly Springs, NC",Run,1.64,,,78.01789856,,558,4.998000145,21.39999962,,-8.199999809,6.199999809,10.02000046,-0.085417897,20,2011,
128,2012-01-03 12:03:06,Lunch Ride @ Montebello,Ride,13.66,False,RockHopper,78.01789856,12.70059967,4078,13.61999989,448.3999939,,499.0,778.4000244,58.25239944,0.0409813,12,2012,7.49
129,2012-01-04 06:00:52,"Commute, home to work",Ride,30.72,False,2011 Allez,78.01789856,10.43260002,4851,16.31599998,64.40000153,,-4.599999905,24.79999924,33.47280121,-0.036454599,6,2012,14.17
130,2012-01-04 15:31:38,Commute home from work,Ride,30.43,False,2011 Allez,78.01789856,10.43260002,4308,13.94999981,75.40000153,,-3.400000095,28.60000038,62.5,-0.030884299,15,2012,15.8
131,2012-01-12 19:28:36,"Run, workout, run",Run,3.46,,,78.01789856,,1179,5.110000134,22.60000038,,17.79999924,34.40000153,10000.0,0.346670985,19,2012,
