Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
1091411,"Jun 26, 2011, 7:37:21 PM",Hike @ Rancho San Antonio,Hike,w/ Christina,5588,6.70,136.0,20,,,,activities/1297127.fit.gz,,,5588.0,5359.0,6704.56982421875,3.2850000858306885,,184.8000030517578,,134.0,304.20001220703125,2000.0,0.28637200593948364,,,,,136.0,101.56800079345703,,,,,,20.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,3311.0,,,,,,,,,,,,,,,,,,,,,,,,""
1091413,"Jun 13, 2011, 2:15:10 AM",Easy ride,Ride,"",3674,14.84,,,false,,2011 Allez,activities/1297135.fit.gz,78.01789855957031,10.432600021362305,3674.0,3327.0,14845.099609375,14.109000205993652,,90.19999694824219,,12.600000381469727,57.0,35.19060134887695,0.02963940054178238,,,106.0,49.259498596191406,,,,52.018699645996094,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091415,"Jun 30, 2011, 4:10:27 PM",Montebello and Long Ridge,Ride,Monster Mt Bike ride. Chain broke climbing up to skyline.,12527,23.10,173.0,95,false,,RockHopper,activities/1297125.fit.gz,78.01789855957031,12.700599670410156,12527.0,9480.0,23103.900390625,12.187999725341797,,867.2319946289062,,389.8999938964844,858.2000122070312,428.5710144042969,0.0,,,176.0,69.15360260009766,173.0,137.04200744628906,,131.25799560546875,1387.42333984375,,,95.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091416,"Jun 24, 2011, 5:28:47 PM",Lunch Ride: The Loop plus OLH,Ride,"",7650,48.40,177.0,88,false,,2011 Allez,activities/1297123.fit.gz,78.01789855957031,10.432600021362305,7650.0,7563.0,48400.19921875,16.308000564575195,,748.0,,13.0,536.0,6000.0,0.013223100453615189,,,116.0,77.2874984741211,177.0,140.41400146484375,,126.76599884033203,1068.9853515625,,,88.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091417,"May 26, 2011, 6:38:50 PM",Lunch Ride,Ride,"",2025,13.56,178.0,25,false,,2011 Allez,activities/1297139.fit.gz,78.01789855957031,10.432600021362305,2025.0,1979.0,13566.7998046875,13.668000221252441,,120.4000015258789,,15.0,76.0,15.81029987335205,0.04717409983277321,,,119.0,85.347900390625,178.0,145.89199829101562,,115.7300033569336,,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091419,"Jun 6, 2011, 11:32:22 PM",After work ride to Palomares Summit and back,Ride,W/ Alex and Jason,7880,29.05,182.0,61,false,,2011 Allez,activities/1297137.fit.gz,78.01789855957031,10.432600021362305,7880.0,4360.0,29058.69921875,16.76799964904785,,390.79998779296875,,-10.199999809265137,357.20001220703125,4000.0,0.04680180177092552,,,139.0,78.52899932861328,182.0,148.6060028076172,,104.47699737548828,,,,61.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091420,"Jun 17, 2011, 10:13:37 PM",After work ride w Alex,Ride,"",5968,16.15,170.0,39,false,,RockHopper,activities/1297134.fit.gz,78.01789855957031,12.700599670410156,5968.0,4711.0,16158.900390625,15.390000343322754,,467.79998779296875,,214.0,693.7999877929688,5000.0,-0.07426270097494125,,,179.0,76.31759643554688,170.0,133.5500030517578,,110.02300262451172,,,,39.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091421,"Jun 23, 2011, 5:58:58 PM",Lunch Ride: Arastradero Preserve,Ride,"",6327,22.99,164.0,46,false,,RockHopper,activities/1297133.fit.gz,78.01789855957031,12.700599670410156,6327.0,5776.0,22991.69921875,13.616000175476074,,376.79998779296875,,9.600000381469727,224.0,43.95600128173828,-0.014787999913096428,,,189.0,73.5094985961914,164.0,132.8820037841797,,99.83280181884766,,,,46.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091422,"May 12, 2011, 11:19:58 PM","Commute, work to home",Ride,"",5137,33.29,169.0,60,false,,2011 Allez,activities/1297143.fit.gz,78.01789855957031,10.432600021362305,5137.0,4967.0,33297.80078125,12.605999946594238,,103.5999984741211,,0.20000000298023224,33.599998474121094,370.3699951171875,0.013814699836075306,,,115.0,83.185302734375,169.0,148.73199462890625,,96.35030364990234,,,,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091423,"May 22, 2011, 7:11:54 PM",Brushy Peak,Ride,"",7731,18.42,175.0,63,false,,FSR,activities/1297142.fit.gz,78.01789855957031,15.875699996948242,7731.0,4817.0,18422.69921875,10.972000122070312,,378.3999938964844,,170.1999969482422,422.3999938964844,10000.0,0.01519859954714775,,,141.0,78.35749816894531,175.0,146.76100158691406,,114.64900207519531,615.7745971679688,,,63.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,130456.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091424,"May 5, 2011, 12:45:25 PM",Short Lunch Ride in the hills,Ride,"",2358,14.66,171.0,25,false,,2011 Allez,activities/1297148.fit.gz,78.01789855957031,10.432600021362305,2358.0,2328.0,14660.7001953125,14.375,,188.60000610351562,,13.600000381469727,149.60000610351562,10.546099662780762,0.010913499630987644,,,126.0,79.00749969482422,171.0,139.6269989013672,,106.8949966430664,,,,25.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091425,"May 12, 2011, 12:04:45 PM","Commute, home to work",Ride,"",6689,31.40,165.0,43,false,,2011 Allez,activities/1297147.fit.gz,78.01789855957031,10.432600021362305,6689.0,5324.0,31402.19921875,9.046250343322754,,61.79999923706055,,-1.0,26.799999237060547,100.0,-0.014011800289154053,,,112.0,76.90879821777344,165.0,130.6999969482422,,65.09410095214844,,,,43.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091426,"May 20, 2011, 6:32:13 PM",Lunch Ride,Ride,"",3554,22.83,174.0,35,false,,2011 Allez,activities/1297141.fit.gz,78.01789855957031,10.432600021362305,3554.0,3479.0,22833.900390625,15.038000106811523,,333.0,,12.800000190734863,207.8000030517578,285.7139892578125,0.042042799293994904,,,122.0,79.08989715576172,174.0,141.46200561523438,,130.07200622558594,,,,35.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091427,"Jun 16, 2011, 11:11:37 PM",After work ride from Skyline to the ocean and back,Ride,W/ Timbo,12194,68.19,168.0,120,false,,2011 Allez,activities/1297136.fit.gz,78.01789855957031,10.432600021362305,12194.0,10987.0,68191.203125,18.898000717163086,,958.4000244140625,,30.600000381469727,757.5999755859375,12000.0,0.004985980223864317,,,118.0,69.6709976196289,168.0,140.54800415039062,,118.58499908447266,,,,120.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091428,"May 29, 2011, 6:21:30 PM",Livermore Loop,Ride,"",11291,70.96,171.0,121,false,,2011 Allez,activities/1297140.fit.gz,78.01789855957031,10.432600021362305,11291.0,11141.0,70961.1015625,20.777999877929688,,672.2000122070312,,41.20000076293945,498.6000061035156,26.200899124145508,0.009864560328423977,,,121.0,80.32949829101562,171.0,146.218994140625,,108.6240005493164,1349.3507080078125,,,121.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091429,"Jun 15, 2011, 6:23:33 PM",Lunch Ride: Arastradero Preserve,Ride,"",4259,19.49,172.0,51,false,,RockHopper,activities/1297138.fit.gz,78.01789855957031,12.700599670410156,4259.0,4123.0,19496.19921875,12.371999740600586,,302.0,,15.0,229.60000610351562,705.8820190429688,0.0687313973903656,,,153.0,80.21859741210938,172.0,143.20799255371094,,118.85600280761719,,,,51.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,34417.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091430,"May 4, 2011, 11:27:13 PM","05/04/2011 Fremont, CA",Ride,"",3282,13.62,158.0,17,false,,,activities/1297151.fit.gz,78.01789855957031,,3282.0,2565.0,13624.7998046875,18.899999618530273,,107.4000015258789,,12.199999809265137,89.19999694824219,210.5260009765625,0.027890300378203392,,,167.0,64.8416976928711,158.0,124.84400177001953,,,,,,17.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1091431,"May 1, 2011, 6:19:55 PM",Short Lunch Ride,Ride,"Rode with Tim, David, and Jason",3845,12.76,185.0,21,false,,2011 Allez,activities/1297152.fit.gz,78.01789855957031,10.432600021362305,3845.0,2804.0,12766.599609375,15.038000106811523,,131.60000610351562,,15.0,116.4000015258789,12000.0,0.07832950353622437,,,217.0,56.60380172729492,185.0,124.61599731445312,,64.36229705810547,,,,21.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091432,"May 6, 2011, 6:33:03 PM",Lunch Ride Short PV loop,Ride,"",4271,26.24,161.0,34,false,,2011 Allez,activities/1297150.fit.gz,78.01789855957031,10.432600021362305,4271.0,4215.0,26242.0,15.291999816894531,,281.20001220703125,,0.20000000298023224,153.8000030517578,14.267200469970703,0.004572819918394089,,,149.0,79.27950286865234,161.0,136.3209991455078,,103.43399810791016,486.1113586425781,,,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091433,"May 11, 2011, 6:37:45 PM",Lunch Ride in the hills,Ride,"",3755,17.39,175.0,37,false,,2011 Allez,activities/1297153.fit.gz,78.01789855957031,10.432600021362305,3755.0,3189.0,17394.80078125,15.904000282287598,,293.0,,14.0,231.1999969482422,80.0,0.0034493100829422474,,,153.0,70.3385009765625,175.0,144.00100708007812,,112.63600158691406,,,,37.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091436,"Apr 17, 2011, 1:56:24 AM",Tour de Fremont Hills,Ride,"",5096,30.30,178.0,62,false,,2011 Allez,activities/1297156.fit.gz,78.01789855957031,10.432600021362305,5096.0,4990.0,30299.19921875,19.222000122070312,,503.20001220703125,,7.599999904632568,158.39999389648438,18.289400100708008,-0.017822200432419777,,,137.0,70.32250213623047,178.0,146.82200622558594,,126.8030014038086,,,,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091439,"Apr 22, 2011, 9:08:21 PM",Mount Alison and back,Ride,"",8693,28.67,173.0,105,false,,FSR,activities/1297157.fit.gz,78.01789855957031,15.875699996948242,8693.0,8367.0,28672.30078125,19.645000457763672,,876.4000244140625,,16.799999237060547,816.4000244140625,857.1430053710938,0.010463000275194645,,,160.0,72.09329986572266,173.0,144.3719940185547,,123.8239974975586,1155.179443359375,,,105.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,130456.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091440,"May 3, 2011, 7:27:00 PM",Lunch Ride Short PV loop,Ride,"",3354,19.17,161.0,20,false,,2011 Allez,activities/1297159.fit.gz,78.01789855957031,10.432600021362305,3354.0,3212.0,19177.30078125,16.63599967956543,,188.39999389648438,,-2.0,124.19999694824219,27.83300018310547,0.019815100356936455,,,122.0,68.21549987792969,161.0,120.51200103759766,,89.22119903564453,319.5350341796875,,,20.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091443,"May 13, 2011, 6:21:28 PM",Lunch Ride Short PV loop plus OLH,Ride,"",7153,35.36,163.0,60,false,,2011 Allez,activities/1297149.fit.gz,78.01789855957031,10.432600021362305,7153.0,7134.0,35362.80078125,18.552000045776367,,717.7999877929688,,0.0,527.4000244140625,29.465900421142578,0.02940939925611019,,,131.0,68.19719696044922,163.0,136.48599243164062,,114.33100128173828,909.4356689453125,,,60.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091447,"Mar 1, 2011, 12:49:38 AM",My Fremont Loop,Ride,"",5203,22.69,220.0,36,false,,2011 Allez,activities/1297166.fit.gz,78.01789855957031,10.432600021362305,5203.0,4264.0,22695.400390625,17.535999298095703,,217.1999969482422,,-0.20000000298023224,113.0,81.447998046875,-0.025555899366736412,,,112.0,57.53559875488281,220.0,132.27699279785156,,77.84259796142578,370.09173583984375,,,36.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091448,"Mar 12, 2011, 7:43:21 PM",Lunch Ride Short PV loop,Ride,"",4089,22.98,178.0,49,false,,2011 Allez,activities/1297164.fit.gz,78.01789855957031,10.432600021362305,4089.0,3815.0,22987.30078125,14.699999809265137,,289.3999938964844,,15.0,150.39999389648438,1500.0,0.024361200630664825,,,177.0,74.0873031616211,178.0,146.75799560546875,,111.25399780273438,473.2439270019531,,,49.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091452,"Feb 9, 2011, 7:31:47 PM",Lunch Ride,Ride,"",2754,17.33,175.0,32,false,,2011 Allez,activities/1297171.fit.gz,78.01789855957031,10.432600021362305,2754.0,2604.0,17332.0,14.223999977111816,,98.19999694824219,,12.399999618530273,51.599998474121094,76.92310333251953,0.038079798221588135,,,,,175.0,146.1300048828125,,107.30599975585938,,,,32.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091453,"Apr 10, 2011, 6:06:13 PM",Lunch Ride,Ride,"",5759,20.94,198.0,69,false,,2011 Allez,activities/1297172.fit.gz,78.01789855957031,10.432600021362305,5759.0,5277.0,20939.80078125,13.793999671936035,,158.1999969482422,,12.800000190734863,70.4000015258789,424.24200439453125,0.0019102400401607156,,,179.0,75.78309631347656,198.0,146.36300659179688,,60.60139846801758,,,,69.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091458,"Feb 12, 2011, 9:03:42 PM",Long Fremont Ride,Ride,"",11667,73.06,216.0,130,false,,2011 Allez,activities/1297169.fit.gz,78.01789855957031,10.432600021362305,11667.0,11130.0,73065.3984375,19.77199935913086,,701.447021484375,,2.700000047683716,508.5,1000.0,0.0,,,120.0,80.80950164794922,216.0,147.1219940185547,,127.41000366210938,,,,130.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091459,"Feb 3, 2011, 7:25:17 PM",Lunch Ride to the Dumbarton,Ride,W/ Tim and Alex ,4632,27.14,175.0,38,false,,2011 Allez,activities/1297177.fit.gz,78.01789855957031,10.432600021362305,4632.0,4482.0,27148.400390625,13.13129997253418,,64.4000015258789,,-11.0,8.0,15.399399757385254,0.028730999678373337,,,110.0,71.42420196533203,175.0,133.2530059814453,,78.33769989013672,,,,38.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091460,"Feb 3, 2011, 12:24:23 AM",Lap around the lake,Ride,"I think this was a workout, then a short ride.",7261,4.37,166.0,8,false,,,activities/1297178.fit.gz,78.01789855957031,,7261.0,704.0,4376.68994140625,12.128700256347656,,11.399999618530273,,9.399999618530273,18.0,5.5749101638793945,-0.18735599517822266,,,97.0,71.44499969482422,166.0,147.80799865722656,,,,,,8.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""
1091462,"Feb 4, 2011, 7:30:34 PM",Lunch Ride - The loop,Ride,"",3918,27.36,173.0,50,false,,2011 Allez,activities/1297176.fit.gz,78.01789855957031,10.432600021362305,3918.0,3736.0,27367.099609375,17.384000778198242,,285.0,,11.800000190734863,170.8000030517578,13.452899932861328,-0.0014616099651902914,,,144.0,78.431396484375,173.0,148.51300048828125,,126.84100341796875,528.3739624023438,,,50.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091466,"Jan 26, 2011, 12:29:32 AM",My Fremont loop,Ride,"",3483,23.37,204.0,62,false,,2011 Allez,activities/1297187.fit.gz,78.01789855957031,10.432600021362305,3483.0,3234.0,23373.30078125,19.993999481201172,,240.1999969482422,,2.5999999046325684,117.80000305175781,28.346500396728516,-0.023958999663591385,,,180.0,85.46009826660156,204.0,159.70399475097656,,135.0800018310547,487.0863342285156,,,62.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
1091468,"Jan 29, 2011, 8:09:45 PM",Short lunch ride,Ride,"",1901,11.96,180.0,34,false,,2011 Allez,activities/1297183.fit.gz,78.01789855957031,10.432600021362305,1901.0,1831.0,11963.0,15.258000373840332,,75.4000015258789,,14.199999809265137,53.599998474121094,7.968130111694336,-0.0033436398953199387,,,112.0,69.31890106201172,180.0,157.94000244140625,,101.85700225830078,,,,34.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,28721.0,,,,,,,,,,,,,,,,,,,,,,,,,""
